INCIDENT_ID,SUBSCRIPTION_ID,WORKFLOW_NAME,ERROR_CODE,ERROR_MESSAGE,ERROR_CATEGORY,STATUS,RCA_ROOT_CAUSE,FIX_STRATEGY,CREATED_AT,UPDATED_AT,AUTO_FIX_ATTEMPTED,AUTO_FIX_SUCCESS,RETRY_COUNT,RUN_ID,RESOURCE_ID,EVENT_TIME,INGESTED_AT,ERROR_TYPE,AI_DIAGNOSIS,AI_PROPOSED_FIX,AI_CONFIDENCE,AI_FIX_PATCH,FIELD_CHANGES,HISTORY_ENTRIES,PROPERTIES_JSON,ARTIFACT_JSON,ERROR_DETAILS_JSON,MESSAGE_GUID,IFLOW_ID,SENDER,RECEIVER,ROOT_CAUSE,PROPOSED_FIX,RCA_CONFIDENCE,AFFECTED_COMPONENT,FIX_SUMMARY,COMMENT,CORRELATION_ID,LOG_START,LOG_END,RESOLVED_AT,TAGS,INCIDENT_GROUP_KEY,OCCURRENCE_COUNT,LAST_SEEN,VERIFICATION_STATUS,SOURCE_TYPE,FIX_STEPS,FIX_PLAN_GENERATED_AT,LAST_FAILED_STAGE,IFLOW_SNAPSHOT_BEFORE,PENDING_SINCE,TICKET_ID,CONSECUTIVE_FAILURES,AUTO_ESCALATED,INTEGRATION_FLOW_NAME,ARTIFACT_ID,designtime_artifact_id,property_to_change,current_value,correct_value,rca_fixes_json,DESIGNTIME_ARTIFACT_ID,PROPERTY_TO_CHANGE,CURRENT_VALUE,CORRECT_VALUE,RCA_FIXES_JSON
08584236501471302633530899011CU29,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236501187033009010373922CU17,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236501308399233573330943CU07,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500468173416440486408CU01,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500946239978991931340CU04,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500796186869360593851CU15,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500678252463814289758CU26,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500297638630033116881CU15,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,InvalidTemplate,Unable to process template language expressions in action 'Compose' inputs at line '0' and column '0': 'The template language function 'div' expects its second parameter to be an integer or a decimal number. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#div for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500126292628243116589CU06,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Fix Attempted,unknown,attempted,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,True,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500383682143808196314CU22,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,InvalidTemplate,Unable to process template language expressions in action 'Compose' inputs at line '0' and column '0': 'The template language function 'div' expects its second parameter to be an integer or a decimal number. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#div for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498788262562636301899CU30,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498641250634408655963CU08,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498504367253462642949CU07,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498213781670012367335CU29,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498388899131946594471CU29,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497640634874140120380CU00,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497516716082952477152CU24,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497886934113838410905CU24,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497763832357860787198CU10,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497167413650172545756CU20,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497388401957986250909CU13,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236493775758571377954560CU29,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Fix Attempted,unknown,attempted,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,True,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236501833320099198588057CU02,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236502190585576624425825CU04,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584234711850912705537825569CU20,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,InvalidTemplate,Unable to process template language expressions in action 'Compose' inputs at line '0' and column '0': 'Attempt to divide an integral or decimal value by zero in function 'div'.'.,DATA_VALIDATION,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 16:58:00.002572,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584234712680959268415265452CU14,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 16:58:00.002572,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236499945232128506730681CU05,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Fix Attempted,unknown,attempted,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,True,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500208372571170978533CU01,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236500032325319692555867CU11,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,InvalidTemplate,Unable to process template language expressions for action 'Condition' at line '0' and column '0': 'The template language function 'endsWith' expects its first parameter to be of type string. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#endswith for usage details.'.,NULL_REFERENCE_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236499184022943933133876CU11,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,InvalidTemplate,Unable to process template language expressions in action 'Compose' inputs at line '0' and column '0': 'The template language function 'div' expects its second parameter to be an integer or a decimal number. The provided value is of type 'Null'. Please see https://aka.ms/logicexpressions#div for usage details.'.,NULL_REFERENCE_ERROR,Fix Attempted,unknown,attempted,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,True,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236499061999348324309609CU29,4876617b-2198-4d34-8548-850ce504e7c8,ERROR-FLOW,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Fix Attempted,unknown,attempted,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,True,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236502023006221391321493CU24,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236497265082351535648809CU25,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498011777935827967718CU22,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498124876450698630973CU13,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498302097201533120278CU04,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
08584236498934497181051174121CU18,4876617b-2198-4d34-8548-850ce504e7c8,gdrive-logic-app,ActionFailed,An action failed. No dependent actions succeeded.,UNKNOWN_ERROR,Ticket Created,,,2026-05-07 12:07:20.349848,2026-05-07 12:07:20.349848,False,False,0,,,,2026-05-07 07:01:00.979000,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,0,0,,,,,,,,,,,,
